listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
7224760,Architect's House in Rittenhouse Sq,Entire home,entire_home,https://a0.muscache.com/im/pictures/91601909/5a0bc440_original.jpg,39,604327,Annette,,,FALSE,39.948,-75.1752,6,3,3,2,FALSE,"TV,Children’s books and toys,Blender,Wifi,Air conditioning,Kitchen,Board games,Room-darkening shades,Hot water kettle,Books and reading material,Hot water,Body soap,Bed linens,Extra pillows and blankets,Cleaning products,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,BBQ grill,Carbon monoxide alarm,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Hangers,Hair dryer,Iron,Baking sheet,Barbecue utensils,Freezer,Toaster,Bathtub",,FALSE,31,Strict,USD,,,8,5,4.9,5,4.9,4.9,5,5,19275,19275,227.2,227.2,0.2,0.316,52.8,52.8,83.4,83.4,73,134,292,365,0,0,140.7,140.7,0,0,0,0,0,0,0,0,90,90
7264032,Quite Cozy Studio apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NzI2NDAzMg==/original/b0c531d0-0f91-4109-a526-96ebd4929feb.jpeg,34,38029683,May,,,FALSE,39.9522,-75.1752,2,1,2,1,TRUE,"Wifi,Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,Ethernet connection,TV,Air conditioning,Ceiling fan,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Pocket wifi,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Hot water kettle,Coffee maker,Wine glasses,Toaster,Rice maker,Dining table,Coffee,Private entrance,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,10,Strict,USD,75,0,42,4.76,4.9,4.9,4.8,4.9,5,4.9,1161,1161,118.9,118.9,0.027,0,3,3,0,0,10,0,355,365,0,0,133.5,133.5,0,0,0,0,0,0,0,0,90,90
7292375,"48-CL- Private Bath in Grand Suite. $1,000/ mo /yr",Private room in condo,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-7292375/original/6687111c-c69d-430d-9ecc-39195f3496d7.jpeg,33,27709673,Elizabeth,79988711,Lawrence,FALSE,39.9494,-75.2193,,,1,0,FALSE,"Wifi,Air conditioning,Pool,Kitchen,Board games,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Ceiling fan,Gym,Mini fridge,Elevator,Free street parking,Laundromat nearby,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Rice maker,Bathtub,Children’s books and toys,Blender,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Piano,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Exercise equipment,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Baking sheet,Toaster",,FALSE,31,Strict,USD,,,24,4.92,5,5,4.9,5,4.9,5,6870,6870,41.8,41.8,0.438,0.833,18.8,18.8,35.8,35.8,160,173,205,365,0,0,39.5,39.5,0,0,0,0,0,0,0,90,90,90
7451364,"Garden block house, first floor bedroom!",Entire home,entire_home,https://a0.muscache.com/im/pictures/dcca4e69-933c-4451-a7d7-6018eea8ce48.jpg,44,23614624,Irina,,,FALSE,39.9409,-75.1785,8,4,4,2,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Room-darkening shades,Iron,Clothing storage,TV,Pack ’n play/Travel crib,Baby safety gates,Air conditioning,Ceiling fan,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Dining table,Private entrance,Free street parking,Paid parking off premises,Long term stays allowed",,FALSE,31,Firm,USD,135,0,162,4.85,4.9,4.9,4.9,4.9,4.8,4.7,24478,24478,268.8,268.8,0.222,0.234,58.6,58.6,61.8,61.8,81,19,284,365,5715,5715,295.3,295.3,0.178,0.222,54.5,54.5,68.1,68.1,16,18,74,90
7576242,Private room and bath near subway,Private room in home,private_room,https://a0.muscache.com/im/pictures/23715dcb-c9fa-45a4-9917-7050917894da.jpg,25,39722337,Amanda & Matthew,,,TRUE,39.9588,-75.2217,,,1,0,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Books and reading material,Board games,Air conditioning,Portable fans,Heating,Smoke alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Rice maker,Dining table,Coffee,Laundromat nearby,Backyard,Outdoor dining area,Free street parking,Luggage dropoff allowed,Breakfast,Long term stays allowed",,FALSE,4,Firm,USD,,,154,4.9,5,5,4.9,4.9,4.6,4.9,8712,8712,52.4,52.4,0.449,0.48,23.9,23.9,25.5,25.5,164,23,201,365,670,670,48.1,48.1,0.156,0.182,7.4,7.4,8.7,8.7,14,13,76,90
7730363,Bhavisha’s Home & Art Studio Ageless Gardens.,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/98475225/0c7c7819_original.jpg,10,40622365,Bhavisha,,,TRUE,39.947,-75.1827,,,1,0,TRUE,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Wifi,Kitchen,Refrigerator,Microwave,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,BBQ grill,Free street parking,Luggage dropoff allowed,Breakfast",,FALSE,1,Strict,USD,15,25,313,4.99,5,5,5,5,5,4.9,15370,15370,102.8,102.8,0.386,0.413,41,41,43.9,43.9,141,24,224,365,1526,1526,99.7,99.7,0.156,0,16.5,16.5,0,0,14,0,76,90
7732905,Center City Trinity,Entire home,entire_home,https://a0.muscache.com/im/pictures/0ad3ea1e-3e73-4055-8a94-176553148c9d.jpg,16,40636549,Liam,,,FALSE,39.9451,-75.1576,4,1,1,1,TRUE,"TV,Wifi,Air conditioning,Kitchen,Pets allowed,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron",,FALSE,31,Moderate,USD,45,0,88,4.66,4.6,5,4.4,4.9,5,4.7,29150,29150,150.1,150.1,0.512,0,76.4,76.4,0,0,187,0,178,365,5516,5516,155.5,155.5,0.367,0,56.8,56.8,0,0,33,0,57,90
7789897,6 Master Suites Historic Mansion. Lovely Huge Yard,Entire villa,entire_home,https://a0.muscache.com/im/pictures/8c22b146-1601-43e0-be73-b0b27b146888.jpg,90,9518731,Darin,,,TRUE,40.0375,-75.1846,16,6,7,7,TRUE,"Air conditioning,Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Sound system,Exercise equipment,Pool table,Books and reading material,Pack ’n play/Travel crib,Children’s books and toys,Board games,Air conditioning,Indoor fireplace,Ceiling fan,Portable fans,Heating,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Rice maker,Barbecue utensils,Dining table,Private entrance,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Hammock,Outdoor dining area,BBQ grill,Sun loungers,Free parking on premises,Free street parking,Sauna,Elevator,Gym,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",,FALSE,2,Strict,USD,435,0,143,4.93,4.8,5,4.9,4.9,4.9,4.8,195474,195474,1209.6,1209.6,0.392,0,477.1,477.1,0,0,143,0,222,365,37435,37435,1162.5,1162.5,0.311,0,367.6,367.6,0,0,28,0,62,90
7803450,Private Top Floor + Bathroom and Bengal Kittens,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/2801314e-2a37-4e1b-b575-e9c3b4c1bc37.jpg,10,26103120,Max,,,FALSE,39.9713,-75.1402,,,1,0,FALSE,"TV,Washer,Cable TV,Dryer,Smoke alarm,Wifi,Carbon monoxide alarm,Patio or balcony,Air conditioning,First aid kit,Kitchen,Essentials,Free parking on premises,Shampoo,Lock on bedroom door,Hangers,Hot water,Refrigerator,Heating",,FALSE,31,Flexible,USD,0,0,15,4.6,4.8,4.9,4,4.9,5,4.8,689,689,49,49,0.033,0,1.9,1.9,0,0,12,0,353,365,0,0,34.7,34.7,0,0,0,0,0,0,0,0,90,90
7817995,"Color Pop room. Colorful, quiet urban retreat.",Private room in home,private_room,https://a0.muscache.com/im/pictures/4baf613c-ebbc-401e-b024-4f3e5d14d7bf.jpg,12,32586658,Fabricio,94372,Emily,TRUE,39.9859,-75.1469,,,1,0,FALSE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water,Dishes and silverware,Heating,Cooking basics,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Dedicated workspace",,FALSE,31,Moderate,USD,20,0,44,4.57,4.6,4.9,4.2,4.8,4.2,4.6,2073,2073,40.7,40.7,0.118,0.198,5.6,5.6,9.5,9.5,43,148,322,365,0,0,26.5,26.5,0,0,0,0,0,0,0,0,90,90
7872303,Airy and Bright 3rd floor Apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/ef72e6f3-08be-47fb-ad90-e9cfaf7a3243.jpg,46,39643628,Kukuli And Doug,,,FALSE,39.9824,-75.1344,1,1,1,1,FALSE,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Iron,High chair,Outlet covers,Air conditioning,Heating,Smoke alarm,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Coffee maker,Free parking on premises,Free street parking,Pets allowed",,FALSE,31,Moderate,USD,0,0,69,4.93,4.9,5,5,5,4.5,4.8,7857,7857,55.2,55.2,0.392,0.432,21.5,21.5,23.7,23.7,143,34,222,365,1180,1180,53.3,53.3,0.244,0,13.1,13.1,0,0,22,0,68,90
7915643,Oldest Street in America Room #1,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/22823316/8cfbf79b_original.jpg,27,15301014,Bill,,,FALSE,39.9527,-75.1437,,,1,0,FALSE,"TV,Washer,Cable TV,Dryer,Smoke alarm,Wifi,Carbon monoxide alarm,Air conditioning,First aid kit,Fire extinguisher,Kitchen,Essentials,Long term stays allowed,Shampoo,Paid parking off premises,Lock on bedroom door,Hangers,Hot water,Iron,Heating",FALSE,FALSE,31,Moderate,USD,0,0,4,5,4.8,4.8,4.5,5,5,5,5766,5766,123.9,123.9,0.132,0,15.8,15.8,0,0,48,0,317,365,0,0,111.3,111.3,0,0,0,0,0,0,0,0,90,90
7968091,Museum area family friendly house,Entire home,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-7968091/original/1d89df91-8d6e-420f-b1ff-734b113d39eb.jpeg,35,37989875,Melanie,483681928,Michael,TRUE,39.9716,-75.1793,7,3,4,2.5,FALSE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Coffee maker,Indoor fireplace,Refrigerator,Dishes and silverware,Heating,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Backyard,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace",FALSE,,10,Strict,USD,0,0,11,4.91,4.9,4.9,4.8,5,4.9,4.7,2622,2622,238.8,238.8,0.03,0,7.2,7.2,0,0,11,0,354,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
7984751,"Bright 1BR w/ Patio, Bella Vista",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-7984751/original/218a3f77-8261-492a-9640-13ba2eeda9b0.jpeg,9,37720134,Ainhi,,,FALSE,39.9351,-75.1623,4,1,1,1,TRUE,"Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Clothing storage,TV,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,First aid kit,Wifi,Kitchen,Outdoor dining area,BBQ grill",,FALSE,,Strict,USD,20,0,48,4.81,4.8,4.7,4.8,5,4.8,4.8,21448,21448,131.8,131.8,0.419,0,56.4,56.4,0,0,153,0,212,365,4820,4820,139.1,139.1,0.356,0,51.1,51.1,0,0,32,0,58,90
8039576,Was a Barn now a house. Over 100 years old,Entire home,entire_home,https://a0.muscache.com/im/pictures/f5beb9c6-9025-4aa3-9bf9-6bbdd7ea52f1.jpg,7,39998976,Frank,,,FALSE,40.0351,-75.2292,6,1,3,2,FALSE,"TV,Washer,Dryer,Smoke alarm,BBQ grill,Wifi,Carbon monoxide alarm,Air conditioning,First aid kit,Fire extinguisher,Kitchen,Free parking on premises,Hangers,Hair dryer,Hot water,Outdoor dining area,Outdoor furniture,Private entrance,Indoor fireplace,Fire pit,Heating",,FALSE,31,Flexible,USD,,,3,5,5,5,4.7,4.7,5,4.3,3755,3755,313.2,313.2,0.033,0,10.3,10.3,0,0,12,0,353,365,1913,1913,322.8,322.8,0.067,0,21.3,21.3,0,0,6,0,84,90
8099827,Perfect Location for Philly,Entire home,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6ODA5OTgyNw%3D%3D/original/206d6e1c-79b8-44bb-b6e8-45438053d293.jpeg,26,13137697,Jason,,,FALSE,40.0618,-75.1849,4,3,3,2,TRUE,"Hair dryer,Shampoo,Conditioner,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Exercise equipment,Air conditioning,Indoor fireplace,Ceiling fan,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Barbecue utensils,Dining table,Coffee,Patio or balcony,Backyard,Fire pit,Outdoor furniture,Hammock,Outdoor dining area,BBQ grill,Beach essentials,Bikes,Free parking on premises,Pets allowed,Breakfast,Long term stays allowed",,FALSE,,Flexible,USD,0,0,7,4.86,4.9,5,4.7,4.9,4.9,5,4914,4914,239.2,239.2,0.058,0.061,13.5,13.5,14.3,14.3,21,21,344,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
8112547,"Bright 1BR Apt, Great Location at 16th & South",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-8112547/original/6143b843-e31c-43a5-bda6-149d8f8a505e.jpeg,17,42837490,Marcus And Lisa,,,FALSE,39.9449,-75.1671,4,1,3,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Board games,Hot water kettle,Books and reading material,Pets allowed,Conditioner,Laundromat nearby,Cleaning products,Heating,Clothing storage,Wine glasses,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Bathtub,High chair,Children’s books and toys,Pack ’n play/Travel crib,Room-darkening shades,Children’s dinnerware,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Dining table,Baking sheet,Toaster",,FALSE,31,Moderate,USD,140,0,82,4.83,4.9,5,4.9,4.9,4.9,4.8,9365,9365,94.8,94.8,0.244,0.379,24.9,24.9,38.7,38.7,89,130,276,365,0,0,83,83,0,0,0,0,0,0,0,0,90,90
8191643,Heart of East Passyunk South Philly,Entire home,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-8191643/original/648a80d5-b5f6-43e8-a3b6-48e7c6e15441.jpeg,31,37619701,Gregg,,,TRUE,39.9287,-75.1653,5,3,3,1.5,FALSE,"Bathtub,Cleaning products,Shampoo,Conditioner,Body soap,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Ceiling fan,Heating,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Coffee maker,Wine glasses,Toaster,Baking sheet,Barbecue utensils,Dining table,Private entrance,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,BBQ grill,Gym,Pets allowed,Long term stays allowed",,FALSE,31,Strict,USD,,,14,4.93,4.8,5,4.6,4.9,4.9,4.8,4433,4433,139.3,139.3,0.088,0.182,12.1,12.1,25.2,25.2,32,189,333,365,0,0,148.6,148.6,0,0,0,0,0,0,0,52,90,90
8234619,Lovely 2 bedroom 2 bath Home Local Host,Entire home,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6ODIzNDYxOQ%3D%3D/original/47841226-95a0-4f43-b0ac-1211a8432362.jpeg,20,34469280,Sophie,,,TRUE,39.953,-75.1752,4,2,2,2,TRUE,"Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Private entrance,Patio or balcony,Backyard,Free street parking,Paid parking off premises,Pets allowed,Long term stays allowed",,FALSE,31,Firm,USD,38,0,428,4.8,4.9,4.9,4.7,5,4.9,4.9,36131,36131,139.9,139.9,0.729,0.796,96.3,96.3,105.2,105.2,266,31,99,365,9719,9719,190.9,190.9,0.544,0.681,101.2,101.2,126.5,126.5,49,18,41,90
8301503,Graduate Hospital Big Room - One Guest Only,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/80c92936-8836-4f92-89c4-3e6579e18ef8.jpg,35,41586845,Ana,,,TRUE,39.943,-75.1828,,,1,0,FALSE,"Hair dryer,Cleaning products,Shampoo,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Stove,Hot water kettle,Coffee maker,Wine glasses,Rice maker,Backyard,BBQ grill,Pets allowed,Luggage dropoff allowed,Long term stays allowed",,FALSE,31,Flexible,USD,,,303,4.96,5,5,5,5,4.9,5,5425,5425,47.6,47.6,0.296,0.399,14.9,14.9,20,20,108,94,257,365,269,269,44,44,0.067,0.102,3,3,4.6,4.6,6,31,84,90
8308772,Art Museum Gem Sunny Brownstone,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/d248db26-e2af-476d-9c3d-e70fc4c76b6f.jpg,32,43802652,Nadia,,,FALSE,39.9694,-75.1755,4,2,3,1,TRUE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water kettle,Paid parking off premises,Books and reading material,Portable fans,Ceiling fan,Pets allowed,Conditioner,Free street parking,Outdoor furniture,Cleaning products,Drying rack for clothing,Heating,Paid parking on premises,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Freezer,Private entrance,Rice maker,Bathtub,Blender,Crib,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Baking sheet,Toaster",FALSE,FALSE,31,Firm,USD,150,5,39,5,5,5,5,5,5,4.9,3210,3210,185.3,185.3,0.044,0.052,8.4,8.4,10,10,16,59,349,365,0,0,178.6,178.6,0,0,0,0,0,0,0,32,90,90
8340880,Large private room + sitting area,Private room in home,private_room,https://a0.muscache.com/im/pictures/f1243ed2-c0eb-4407-b24d-462803e9594f.jpg,20,1149790,Maureen,,,TRUE,39.9555,-75.2134,,,1,0,FALSE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water,Free street parking,Microwave,Coffee maker,Indoor fireplace,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,BBQ grill,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Essentials,Hair dryer,Iron",,FALSE,31,Flexible,USD,,,46,4.89,4.9,4.9,4.9,4.9,4.8,4.9,11931,11931,59.6,59.6,0.438,0.884,32.7,32.7,65.9,65.9,160,184,205,365,0,0,31.1,31.1,0,0,0,0,0,0,0,90,90,90
8348108,"Comfy room bed, desk, library in U City w garden",Private room in home,private_room,https://a0.muscache.com/im/pictures/9b55b488-3ef6-4e74-aee4-f77616c9185b.jpg,17,1149790,Maureen,,,FALSE,39.9551,-75.2131,,,1,0,FALSE,"TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water,Outdoor furniture,Coffee maker,Indoor fireplace,Refrigerator,Fire pit,Dishes and silverware,Heating,Cooking basics,Washer,Dryer,Smoke alarm,BBQ grill,Carbon monoxide alarm,Patio or balcony,First aid kit,Backyard,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Outdoor dining area,Bathtub",,FALSE,31,Flexible,USD,,,35,5,5,4.9,5,5,4.9,4.9,955,955,74.6,74.6,0.047,0.309,2.6,2.6,17.4,17.4,17,310,348,365,655,655,57.6,57.6,0.156,0.269,7.3,7.3,12.6,12.6,14,38,76,90
8648189,The Greene Room,Private room in home,private_room,https://a0.muscache.com/im/pictures/7fd3f400-3b44-47d4-8337-7099efaa4974.jpg,9,45456664,Allison And Timothy,,,TRUE,40.0293,-75.1719,,,1,0,TRUE,"Bathtub,Hair dryer,Shampoo,Conditioner,Hot water,Essentials,Hangers,Bed linens,Iron,Drying rack for clothing,Crib,Pack ’n play/Travel crib,Children’s books and toys,High chair,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Refrigerator,Microwave,Dishes and silverware,Coffee maker,Laundromat nearby,Patio or balcony,Backyard,Free street parking",,FALSE,1,Flexible,USD,15,5,234,4.87,4.9,4.9,4.8,4.9,4.7,4.9,9798,9798,45,45,0.551,0,24.9,24.9,0,0,201,0,164,365,2049,2049,46.2,46.2,0.444,0,21.1,21.1,0,0,40,0,50,90
8848021,MET/Temple/N. Liberties + free parking/king bed,Private room in home,private_room,https://a0.muscache.com/im/pictures/538edd1f-a96e-442c-906f-291400100411.jpg,28,46333205,Gerren,,,FALSE,39.9737,-75.1551,,2,2,0,TRUE,"TV,Wifi,Air conditioning,Kitchen,Board games,Free parking on premises,Hot water kettle,Books and reading material,Portable fans,Ceiling fan,Pets allowed,Conditioner,Free street parking,Laundromat nearby,Cleaning products,Drying rack for clothing,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Sound system,Rice maker,Outlet covers,Bathtub,Children’s books and toys,Blender,Room-darkening shades,Children’s dinnerware,Game console,Hot water,Body soap,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Exercise equipment,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Long term stays allowed,Dining table,Baking sheet,Barbecue utensils,Bread maker,Toaster",,FALSE,31,Moderate,USD,,,387,4.86,4.9,4.9,4.8,5,4.8,4.8,4330,4330,127,127,0.115,0,11.9,11.9,0,0,42,0,323,365,0,0,130.9,130.9,0,0,0,0,0,0,0,0,90,90
8929514,Cozy private room sleeps 1,Private room in home,private_room,https://a0.muscache.com/im/pictures/12afc732-82a3-4688-b5f1-f5a351b5e581.jpg,14,1149790,Maureen,,,TRUE,39.9554,-75.2151,,,1,0,FALSE,"Hair dryer,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,TV,Pack ’n play/Travel crib,Children’s books and toys,High chair,Children’s dinnerware,Changing table,Fireplace guards,Outlet covers,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Baking sheet,Barbecue utensils,Patio or balcony,Backyard,Fire pit,Outdoor furniture,Outdoor dining area,BBQ grill,Free parking on premises,Free street parking,Long term stays allowed",,FALSE,31,Flexible,USD,,,43,5,5,5,5,5,4.8,4.9,7230,7230,36.7,36.7,0.562,0.94,19.8,19.8,33.2,33.2,205,147,160,365,1021,1021,22.7,22.7,0.5,1,11.3,11.3,22.7,22.7,45,45,45,90
