listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
20743880,In-Law Suite in the Beating Heart of Fishtown,Entire guest suite,entire_home,https://a0.muscache.com/im/pictures/3b8e127f-e533-46a4-af0b-04fbb3377e63.jpg,18,10176,Alexis,,,TRUE,39.9724,-75.1306,4,1,1,1,TRUE,"Bathtub,Hair dryer,Shampoo,Body soap,Hot water,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,TV,Crib,Pack ’n play/Travel crib,Children’s books and toys,High chair,Baby bath,Children’s dinnerware,Outlet covers,Babysitter recommendations,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Dishes and silverware,Hot water kettle,Coffee maker,Free street parking,Paid parking off premises,Single level home,Luggage dropoff allowed",,FALSE,2,Firm,USD,,,253,4.92,4.9,4.8,5,4.9,5,4.8,17183,17183,146.8,146.8,0.304,0,47.1,47.1,0,0,111,0,254,365,881,881,148.8,148.8,0.056,0,9.8,9.8,0,0,5,0,85,90
20896116,The Coachman's House,Entire place,entire_home,https://a0.muscache.com/im/pictures/2d65ab1a-d9e1-45f2-ac97-444cae440ce6.jpg,11,150115210,Teri,,,TRUE,40.0384,-75.1661,2,1,1,1,TRUE,"Hair dryer,Hot water,Essentials,Hangers,Bed linens,Iron,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Refrigerator,Microwave,Dishes and silverware,Coffee maker,Private entrance,Backyard,Free parking on premises",,FALSE,31,Flexible,USD,40,0,320,4.9,4.9,5,4.9,5,4.6,4.9,27077,27077,90.6,90.6,0.737,0,67.1,67.1,0,0,269,0,96,365,6624,6624,96.5,96.5,0.7,0,67.4,67.4,0,0,63,0,27,90
20955900,Philly 2 Bedroom in downtown - Fantastic Location,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-20955900/original/8d385087-f250-419d-a4ab-5bb8960ec558.jpeg,29,16644446,Corporate,,,TRUE,39.9532,-75.1744,5,2,3,2,TRUE,"TV,Blender,Wifi,Air conditioning,Kitchen,Room-darkening shades,Pets allowed,Gym,Elevator,Bed linens,Extra pillows and blankets,Outdoor furniture,Microwave,Cleaning products,Coffee maker,Refrigerator,Drying rack for clothing,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Clothing storage,Stove,Wine glasses,Washer,EV charger,Dryer,Smoke alarm,BBQ grill,Exercise equipment,Carbon monoxide alarm,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Private entrance,Toaster,Bathtub",,,3,Moderate,USD,130,,22,4.18,4.3,4.8,4,4.6,4.9,4,9256,9256,304.4,304.4,0.082,0,22.9,22.9,0,0,30,0,335,365,0,0,297.7,297.7,0,0,0,0,0,0,0,0,90,90
21028929,Best in Passyunk square,Entire home,entire_home,https://a0.muscache.com/im/pictures/1b8b2f55-250c-4f68-9e1d-fcd5c6f90780.jpg,17,27184835,Jonathan,,,TRUE,39.9314,-75.1646,4,2,2,1.5,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Books and reading material,Air conditioning,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Rice maker,Barbecue utensils,Dining table,Coffee,Private entrance,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,BBQ grill,Free street parking,Pets allowed,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,0,0,36,4.83,4.9,4.9,4.4,5,4.9,4.8,22499,22499,159.6,159.6,0.389,0,61.6,61.6,0,0,142,0,223,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
21041808,Historic Barbershop in Foodie Neighborhood,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-21041808/original/aaec1e38-0f5e-4166-a34f-606ccba5e5ef.jpeg,20,6979096,Denise,32267097,Louis,TRUE,39.9378,-75.1612,2,,1,1,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Record player,Game console,Books and reading material,Board games,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Coffee,Private entrance,Laundromat nearby,Free street parking,Paid parking off premises,Pets allowed,Long term stays allowed",,FALSE,1,Firm,USD,36,0,698,4.96,5,5,5,5,4.9,4.9,47936,47936,152.1,152.1,0.805,0,123.6,123.6,0,0,294,0,71,365,7763,7763,139.4,139.4,0.589,0,79.1,79.1,0,0,53,0,37,90
21183781,"Fishtown- modern, near the El, roof deck, 3BR/3Ba",Entire home,entire_home,https://a0.muscache.com/im/pictures/76f244fe-2697-4151-acfe-1b95d591dc99.jpg,31,25562030,Michael,198203023,Sara,TRUE,39.9856,-75.1306,6,3,3,3,TRUE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Books and reading material,Ceiling fan,Mini fridge,Free street parking,Outdoor furniture,Cleaning products,Heating,Coffee,Clothing storage,Wine glasses,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Outdoor dining area,Freezer,Private entrance,Bathtub,Baby safety gates,Blender,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Shower gel,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Dining table,Baking sheet,Barbecue utensils,Toaster",,FALSE,32,Flexible,USD,95,0,194,4.96,4.9,5,4.9,5,4.6,4.9,2344,2344,162.9,162.9,0.036,0,6.2,6.2,0,0,13,0,352,365,0,0,144.8,144.8,0,0,0,0,0,0,0,0,90,90
21200607,"Large Room, Friendly Home, Near Subway & Fillmore",Private room in home,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-21200607/original/1e865b5c-b9e7-4c95-a9f9-894e89757acf.jpeg,25,11036611,Alex & Sarah,,,TRUE,39.9698,-75.137,,,1,0,TRUE,"Wifi,Air conditioning,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,Books and reading material,Outlet covers,Board games,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Free street parking,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,15,5,921,4.95,5,5,4.9,5,4.9,4.9,16991,16991,90.4,90.4,0.488,0,44.7,44.7,0,0,178,0,187,365,3190,3190,98.2,98.2,0.344,0,34.1,34.1,0,0,31,0,59,90
21233886,Boho Apartment w/ Remote Workspace & Deck,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjEyMzM4ODY%3D/original/4b3568a3-913c-49ca-ae72-68cc55ec5905.jpeg,23,41860807,Michael,28662053,Cara,TRUE,39.9422,-75.1807,3,1,1,1,TRUE,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Iron,TV,Crib,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Coffee maker,Patio or balcony,Outdoor furniture,Outdoor dining area,BBQ grill,Free street parking,Gym,Long term stays allowed",,FALSE,31,Firm,USD,85,0,133,4.88,4.9,5,4.8,5,4.9,4.8,31676,31676,148.1,148.1,0.553,0,81.4,81.4,0,0,202,0,163,365,8738,8738,139.3,139.3,0.6,0,83.9,83.9,0,0,54,0,36,90
21262525,"☆ OLD CITY OASIS - SPACE, LIGHT, SERENITY ☆",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-21262525/original/deaa575a-c886-4a2e-8c3c-511eaa15b2e1.jpeg,26,4976234,Havana,,,FALSE,39.9561,-75.1442,6,2,2,1,FALSE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Portable fans,Ceiling fan,Pets allowed,Free street parking,Laundromat nearby,Cleaning products,Drying rack for clothing,Heating,Paid parking on premises,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Dedicated workspace,Freezer,Crib,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Shower gel,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Dining table,Baking sheet,Toaster",TRUE,,31,Super Strict 30 Days,USD,135,0,106,4.49,4.6,4.8,4.5,4.7,4.8,4.5,8528,8528,167,167,0.112,0,18.9,18.9,0,0,41,0,324,365,657,657,168.2,168.2,0.033,0,5.8,5.8,0,0,3,0,87,90
21345076,Spacious & Bright Private Suite at East Falls,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/de21cfaa-e22e-4c8a-a877-88e0dbe2288b.jpg,55,154495638,Maria,168123187,Arvin,FALSE,40.0085,-75.1949,6,2,4,1,FALSE,"TV,Cable TV,Children’s books and toys,Wifi,Air conditioning,Crib,Kitchen,Pack ’n play/Travel crib,Free parking on premises,Hot water,Breakfast,Bed linens,Extra pillows and blankets,Free street parking,Outdoor furniture,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,BBQ grill,Carbon monoxide alarm,Patio or balcony,First aid kit,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area,Private entrance",,FALSE,31,Moderate,USD,75,0,128,4.74,4.9,4.9,4.7,4.9,4.9,4.8,1206,1206,90.8,90.8,0.03,0,2.9,2.9,0,0,11,0,354,365,0,0,82.9,82.9,0,0,0,0,0,0,0,0,90,90
21352919,Fishtown Modern Green Super Cozy Room,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/1d16295c-8b94-4531-b15b-a7f597cc944c.jpg,12,142679633,Patty,3416672,Patty,TRUE,39.9695,-75.1296,,,1,0,TRUE,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Iron,TV,Books and reading material,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Refrigerator,Microwave,Dishes and silverware,Private entrance,Free street parking",,FALSE,1,Firm,USD,40,20,45,4.58,4.7,4.6,4.6,4.5,4.8,4.5,4205,4205,55.9,55.9,0.197,0.217,11.2,11.2,12.3,12.3,72,33,293,365,0,0,61.5,61.5,0,0,0,0,0,0,0,27,90,90
21394303,"Spacious 3Br 2.5Ba Free Parking, Centrally Located",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/86dddd0b-d9d2-44fe-9996-2c00a0aef994.jpg,27,95451279,Toni And Rich,159731447,Toni & Rich,TRUE,39.9424,-75.1589,8,3,4,2.5,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,Ethernet connection,TV,Pack ’n play/Travel crib,High chair,Children’s dinnerware,Fireplace guards,Baby safety gates,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Dining table,Coffee,Private entrance,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Free parking on premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,2,Moderate,USD,125,0,513,4.93,5,5,4.9,5,5,4.9,98230,98230,301.9,301.9,0.767,0,239.3,239.3,0,0,280,0,85,365,23865,23865,353.2,353.2,0.567,0,238.8,238.8,0,0,51,0,39,90
21444394,West Wing,Private room in home,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-21444394/original/bfe08391-19b0-4ea9-a933-acb16c4ae0f8.jpeg,24,155591436,Lorena,,,TRUE,39.9835,-75.1262,,,1,0,TRUE,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,First aid kit,Wifi,Dedicated workspace,Refrigerator,Private entrance,Free street parking,Pets allowed,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,5,0,966,4.91,5,5,5,4.9,4.8,4.9,19007,19007,71,71,0.718,0,51.2,51.2,0,0,262,0,103,365,4970,4970,71.3,71.3,0.756,0,54.3,54.3,0,0,68,0,22,90
21470409,Cozy Retreat Near Park and Museums,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/c7020660-45a4-4c92-bb8b-dc4413ee7888.jpg,7,86598040,Francis,87568150,Leland,FALSE,39.9689,-75.1771,,,1,0,TRUE,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Bed linens,Extra pillows and blankets,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Refrigerator,Microwave,Coffee maker,Free street parking,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,30,0,342,4.84,4.9,5,4.7,5,5,4.9,15957,15957,72.7,72.7,0.518,0,39.5,39.5,0,0,189,0,176,365,3117,3117,71.8,71.8,0.411,0,31,31,0,0,37,0,53,90
21492729,<3 bdrm/2 bath Temple U Apt for Group travelers>,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/c3623e7c-b3ae-4c5f-b8a6-137d0f9085fb.jpg,17,100545,Dave,,,FALSE,39.9874,-75.1558,10,3,4,2,FALSE,"TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Hot water,Free street parking,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Private entrance",,FALSE,31,Firm,USD,,,21,4.29,4.2,4.3,4,4.4,3.6,4.1,855,855,95.5,95.5,0.027,0,2.3,2.3,0,0,10,0,355,365,855,855,85.1,85.1,0.111,0,9.5,9.5,0,0,10,0,80,90
21540748,"Room#1, Beautiful historic house, 1 of 4 bedrooms",Private room in home,private_room,https://a0.muscache.com/im/pictures/de10f21d-d3f7-44e2-98d6-974268ca885a.jpg,10,40611777,Marcia,,,TRUE,39.9872,-75.251,,4,8,0,TRUE,"Hair dryer,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,TV,Air conditioning,Ceiling fan,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Pocket wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Oven,Coffee maker,Coffee,Backyard,Hammock,Free street parking,Luggage dropoff allowed,Breakfast,Long term stays allowed",,FALSE,31,Moderate,USD,,,44,4.91,4.9,4.9,4.7,4.9,4.9,4.9,8481,8481,87.6,87.6,0.279,0.293,23.2,23.2,24.4,24.4,102,17,263,365,2964,2964,79.4,79.4,0.389,0.479,32.9,32.9,40.6,40.6,35,17,55,90
21562442,"Central, 1BR, King Bed Next to Magic Garden Murals",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-21562442/original/14ae1398-2c90-446f-847f-c95696cf17fc.jpeg,14,95451279,Toni And Rich,,,TRUE,39.9424,-75.1589,3,1,2,1,TRUE,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Hot water kettle,Paid parking off premises,Outdoor furniture,Heating,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Outdoor dining area,Private entrance,Blender,Room-darkening shades,Hot water,Body soap,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Shower gel,Patio or balcony,Backyard,Luggage dropoff allowed,Baking sheet,Toaster",,,2,Flexible,USD,40,,505,4.96,5,5,5,5,5,4.9,7558,7558,126.5,126.5,0.153,0,19.2,19.2,0,0,56,0,309,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
21662029,Tony's Cave,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-21662029/original/eec90039-5f16-4ca0-9e13-1c576d8ee01d.jpeg,12,138228174,Jerome,,,FALSE,39.9807,-75.1766,,,1,0,TRUE,"TV,Smoke alarm,Wifi,Air conditioning,Fire extinguisher,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Hot water,Free street parking,Private entrance,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Heating",FALSE,FALSE,31,Flexible,USD,0,0,150,4.39,4.6,4.8,4.4,4.8,3.9,4.4,3338,3338,50.7,50.7,0.181,0.2,9.1,9.1,10.1,10.1,66,35,299,365,187,187,49,49,0.044,0,2.1,2.1,0,0,4,0,86,90
21700544,"Room #2, Beautiful historic house, 1 of 4 bedroom",Private room in home,private_room,https://a0.muscache.com/im/pictures/430875cf-38ce-4a46-9284-a75cb26d3231.jpg,9,40611777,Marcia,,,TRUE,39.9857,-75.2523,,,2,0,TRUE,"Hair dryer,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Air conditioning,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Mini fridge,Dishwasher,Stove,Oven,Coffee maker,Barbecue utensils,Backyard,Outdoor furniture,Hammock,Outdoor dining area,BBQ grill,Free street parking,Luggage dropoff allowed,Breakfast,Long term stays allowed",,FALSE,1,Moderate,USD,,,112,4.94,4.9,5,4.8,5,5,4.9,11452,11452,95.2,95.2,0.326,0.356,31.4,31.4,34.3,34.3,119,31,246,365,1338,1338,96.9,96.9,0.167,0.254,14.9,14.9,22.7,22.7,15,31,75,90
21754700,"Room#3, Beautiful historic house, 1 of 4 bedrooms",Private room in home,private_room,https://a0.muscache.com/im/pictures/54e75400-7b99-40a9-ba73-bd217358a995.jpg,9,40611777,Marcia,,,TRUE,39.9854,-75.252,,,6,0,TRUE,"TV,Wifi,Air conditioning,Kitchen,Hot water,Breakfast,Bed linens,Extra pillows and blankets,Free street parking,Outdoor furniture,Hammock,Coffee maker,Indoor fireplace,Heating,Washer,Dryer,Smoke alarm,BBQ grill,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Dedicated workspace,Outdoor dining area",,FALSE,1,Flexible,USD,,,37,4.97,5,4.8,4.8,5,4.9,5,692,692,77.6,77.6,0.027,0.044,1.9,1.9,3.1,3.1,10,140,355,365,692,692,70.1,70.1,0.111,0.169,7.7,7.7,11.7,11.7,10,31,80,90
21812542,40th large bedroom with private bathroom,Private room in townhouse,private_room,https://a0.muscache.com/im/pictures/fd1d3fc5-af77-4aea-a70a-390b7dfc96cc.jpg,4,118553389,Fengtian,,,FALSE,39.9607,-75.2031,2,1,1,1,TRUE,"Wifi,Air conditioning,Hot water,Free street parking,Microwave,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers",,FALSE,31,Firm,USD,10,5,144,4.49,4.7,4.9,4.3,4.9,4.6,4.6,1033,1033,95.1,95.1,0.03,0,2.7,2.7,0,0,11,0,354,365,0,0,99.7,99.7,0,0,0,0,0,0,0,0,90,90
22162230,French Twist,Private room in home,private_room,https://a0.muscache.com/im/pictures/4654f3ed-e1f9-4fb7-ab48-db8628fbbba7.jpg,26,161875144,Michael,,,FALSE,39.9705,-75.2316,,,1,0,TRUE,"Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Books and reading material,Window guards,Board games,Air conditioning,Ceiling fan,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Rice maker,Dining table,Coffee,Laundromat nearby,Backyard,BBQ grill,Free parking on premises,Free street parking,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",,FALSE,31,Firm,USD,0,30,26,4.31,4.5,4.8,4.4,4.8,4.2,4.5,2584,2584,71.8,71.8,0.093,0,7.1,7.1,0,0,34,0,331,365,0,0,64.7,64.7,0,0,0,0,0,0,0,0,90,90
22192089,Spacious room on Spring garden,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/ae9ed2d1-84a3-400d-945b-3232d125837e.jpg,21,121751470,Alena,,,FALSE,39.9619,-75.1918,,,1,0,FALSE,"Hair dryer,Shampoo,Washer,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Smoke alarm,Wifi,Pets allowed",,FALSE,31,Firm,USD,50,0,54,4.69,4.8,4.8,4.7,4.8,4.8,4.8,665,665,43.4,43.4,0.038,0.039,1.7,1.7,1.7,1.7,14,4,351,365,0,0,0,0,0,0,0,0,0,0,0,0,90,90
22220727,Rittenhouse Studio: Easy Walk to Shops & Dining,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/3a19f025-782f-4733-b776-1e12c649fcc7.jpg,14,13413720,Jesse,,,FALSE,39.9494,-75.1788,4,,2,1,TRUE,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,TV,Pack ’n play/Travel crib,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Baking sheet,Patio or balcony,Free street parking,Paid parking off premises",,FALSE,1,Moderate,USD,45,0,550,4.5,4.6,4.7,4.5,4.9,4.9,4.5,32023,32023,128.1,128.1,0.619,0,81.3,81.3,0,0,226,0,139,365,6751,6751,129,129,0.533,0,70,70,0,0,48,0,42,90
22249467,Sunny Private Room for Concerts or Remote Work,Private room in home,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjIyNDk0Njc=/original/78ccfb08-6179-4c19-b0d6-e66da5827f55.jpeg,23,11036611,Alex & Sarah,,,TRUE,39.9698,-75.1369,,,2,0,TRUE,"Wifi,Air conditioning,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,Ethernet connection,Books and reading material,Board games,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Coffee,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Free street parking,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,15,10,445,4.96,5,5,5,5,4.9,4.9,5381,5381,110.4,110.4,0.126,0,14.5,14.5,0,0,46,0,319,365,713,713,127.3,127.3,0.067,0,7.9,7.9,0,0,6,0,84,90
22249886,"Huge Room for Concerts, Vacations or Remote Work",Private room in home,private_room,https://a0.muscache.com/im/pictures/hosting/Hosting-22249886/original/6e64a57b-57cf-4250-901b-1e3928cf1013.jpeg,23,11036611,Alex & Sarah,,,TRUE,39.9698,-75.137,,,2,0,TRUE,"Wifi,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,Books and reading material,Outlet covers,Air conditioning,Portable fans,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Blender,Coffee,Laundromat nearby,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,Free street parking,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",,FALSE,1,Moderate,USD,15,10,677,4.98,5,5,5,5,4.9,4.9,9007,9007,105,105,0.227,0,23.8,23.8,0,0,83,0,282,365,867,867,128.4,128.4,0.089,0,9.3,9.3,0,0,8,0,82,90
